country,year,"Life expectancy at birth, female (years)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)",Urban population (% of total population),Rural population (% of total population),Population growth (annual %),"Inflation, consumer prices (annual %)","Inflation, GDP deflator (annual %)",GDP (current US$),GDP per capita (current US$),GDP per capita growth (annual %),GNI (current US$),Military expenditure (% of GDP),General government final consumption expenditure (current US$),Access to electricity (% of population),Food exports (% of merchandise exports),Food production index (2014-2016 = 100),Households and NPISHs final consumption expenditure (% of GDP),"School enrollment, tertiary (% gross)"
PHL,1992,68.974,67.088,65.286,46.815,53.185,2.35743067552214,8.65100357865264,7.88186381097083,60422329031.6279,936.148576199207,-1.92196146186349,61008328956.5013,2.03646157033354,5588431936.12017,,17.2507355669056,57.3,72.3613151759284,25.8249092102051
PHL,1991,68.166,66.304,64.527,46.901,53.099,2.37710880928449,19.2614585266282,16.3951196436515,51784144314.5523,821.45223439338,-2.7752170603556,51576144312.1262,2.01072106794016,4937537396.93508,,18.6905737442905,57.41,70.6664766049602,27.1607894897461
PHL,1990,67.759,65.909,64.146,46.986,53.014,2.35297110942521,12.1773522064946,12.956838354491,50508286641.5746,820.487180286668,0.685480244973476,49764286538.7384,2.14724666740931,4855976416.3633,,,57.42,67.8866538967655,24.5899105072021
PHL,1989,67.289,65.464,63.726,46.172,53.828,2.30727315177789,12.2429906542055,9.09994145026529,48513772976.7115,806.850437025157,3.76201259656534,47026773005.0813,2.24292339676955,4428790951.39477,,,52.4,67.3427593142086,26.1359596252441
PHL,1988,66.74,64.898,63.148,45.183,54.817,2.30833237563667,13.8600691673318,9.75995911860829,43152128958.6116,734.430279626645,4.2622200205799,41940128953.8711,2.45888921422154,3763286199.95331,,,49.91,67.639495541028,24.6532402038574
PHL,1987,66.224,64.335,62.547,44.195,55.805,2.29974786346561,4.06976744186029,7.49712585351415,37791488666.0743,658.2142903174,1.98913848344708,36570488752.3748,1.96524714249726,3065150092.56029,,24.1796217989851,49.59,68.3657252932094,23.3799591064453
PHL,1986,65.69,63.745,61.909,43.212,56.788,2.33899734024972,1.14813777653333,2.89193638813423,33987206739.2067,605.726338743069,1.11766728157082,32666206885.5513,1.98805361257508,2630383959.82148,,26.8076352324854,50.3,71.1740056182515,24.6490497589111
PHL,1985,65.364,63.505,61.751,42.235,57.765,2.39599668746198,23.1031071803888,17.0610147409175,34961486974.8541,637.835984877474,-9.06352428667519,33644487097.1059,1.98257335853662,2587463577.16858,,26.8992744418708,46.92,71.7043149033646,27.7620906829834
PER,2022,,,,78.708,21.292,0.986112053718798,8.33370630096232,4.38465877971555,242631549613.268,7125.8292350929,1.67626960792973,227006073970.185,1.15356717784348,32721790115.7693,,,,64.1360463216899,
PER,2021,74.746,72.377,70.121,78.5,21.5,1.22566025209601,4.27166381536796,8.45148567883973,223717791482.577,6635.46392344859,12.0359010397389,206219517344.104,1.18067972352829,31022115894.9064,95.6,21.7454101202189,122.48,61.2363776264213,
PER,2020,76.816,73.665,70.808,78.297,21.703,1.45140240084226,2.00241205759293,3.92189761539879,201947603715.409,6063.62657980167,-12.1539382486511,196590718165.413,1.3148655415575,32416282160.868,96.2,26.0355272787123,118.02,63.9821761276291,
PER,2019,78.497,76.156,73.904,78.099,21.901,1.90972560807882,2.25212191358024,1.87221626775495,228325852220.761,6955.88176963678,0.306641968886368,220068792776.212,1.20589146228792,30240326576.5675,95.551360223182,22.5748391787822,115.72,64.7873183688896,
PER,2018,78.293,76.009,73.8,77.907,22.093,1.87582164020533,1.50915423024742,2.27741531762133,222597030191.041,6912.10462268352,2.03724979302511,211617911838.343,1.18979117011669,29109998618.7136,95.2,20.2173419733809,110.94,63.8584831899922,
PER,2017,78.1,75.879,73.729,77.72,22.28,1.50694618507609,2.99490045809446,3.61565826105974,211007952315.888,6676.3077877014,0.985513944113038,201299897805.343,1.2652396703256,27878951345.969,94.8,19.4164203608728,102.85,64.1497175100183,70.7378616333008
PER,2016,77.953,75.789,73.697,77.539,22.461,1.36122543775229,3.55717663556281,3.08088269037734,191898127860.843,6163.86117862599,2.54786708172743,183940643439.876,1.32190839942957,25260872371.3876,94.2,20.8423092382433,102.96,65.0032115219526,71.1329879760742
PER,2015,77.743,75.621,73.577,77.357,22.643,1.17223066396866,3.39809194746299,2.69052090074331,189802961890.097,6180.11879937394,2.04895673228597,183303858459.219,1.74508054943009,24609042301.1293,93.852179,21.7387293693132,98.97,65.3174303790767,
PER,2014,77.432,75.333,73.321,77.173,22.827,1.04365112789631,3.4119457980747,2.43244108501779,200786240836.818,6614.83049889676,1.31920125652192,191695505100.691,1.60248762240244,24901691051.0657,92.919989,20.1196328418291,98.08,64.5709694565829,
PER,2013,77.083,74.967,72.948,76.989,23.011,0.967486220265649,2.76789666081994,1.05723435149577,201175541637.441,6697.18768268879,4.83334779976734,190810239407.131,1.64306905104789,23137060045.1894,92.135365,15.8482139567098,94.45,63.0954308295741,
PER,2012,76.683,74.544,72.513,76.804,23.196,0.918055908591097,3.61121294940175,1.20258494022738,192649991136.09,6475.71941703429,5.1697619045632,180517308095.012,1.48351279277452,20943389618.7353,91.099508,15.7160709987741,90.67,62.2433978639367,34.2994117736816
PER,2011,76.298,74.133,72.086,76.617,23.383,0.845382115888711,3.36931095333853,6.7457871247569,171761737046.585,5826.83230656078,5.43211009632483,159083185069.533,1.37118305528699,17798554881.8126,89.707491,16.165375688163,85.25,60.4195337058106,
PER,2010,75.93,73.711,71.623,76.43,23.57,0.756357202975091,1.52832059732903,5.71072859407522,147527631520.729,5047.2046433225,7.51616967333678,136691650811.911,1.47697203873093,15528516437.3258,88.123061,15.5459034071295,83.03,61.7341356673961,
PER,2009,75.673,73.466,71.398,76.241,23.759,0.702724346623641,2.93623153596699,2.06369833440615,120822986521.479,4164.97048299155,0.387889020776356,113307549299.515,1.52962572422539,13853993758.7146,86.42432,17.0671138124896,79.17,63.7827901621957,
PER,2008,75.509,73.377,71.383,76.052,23.948,0.716987182658426,5.78587598206754,1.10327629202855,120550599815.441,4184.88598248749,8.34694304031613,112244779384.121,1.24669488192926,12502136094.8768,84.678343,15.6835175476355,76.56,62.429299243874,
PER,2007,75.296,73.223,71.272,75.803,24.197,0.769759369616088,1.77998644680372,1.49067595453904,102170981144.136,3572.36358879114,7.68626409527067,94276765739.853,1.30393825370825,10682007031.0003,81.988131,13.6934505675683,70.71,60.1564626063129,
PER,2006,75.209,73.172,71.243,75.421,24.579,0.827239266792745,2.00225801248821,7.65624807889682,88643193061.748,3123.32015935927,6.64304687824702,81483192756.3672,1.45621492625964,9676907103.15764,80.157275,14.6867296757115,68.25,60.1444856702874,34.2162704467773
PER,2005,75.015,72.986,71.053,75.034,24.966,0.904184155760706,1.61630193862544,3.50372240049859,76060606060.6061,2702.23770075461,5.32837924683271,71336034731.7014,1.58127268565483,8704765371.43204,77.173645,17.0111159937505,63.82,64.9314653298717,32.7618217468262
PER,2004,74.737,72.668,70.689,74.644,25.356,0.974731754515074,3.66247320092231,6.27903857710506,66768703497.5687,2393.66589710452,3.94011215959908,63395270900.4628,1.38222353551043,7515671685.51175,75.692357,19.2634587433446,59.46,67.9996490227477,32.4950408935547
PER,2003,74.361,72.217,70.16,74.249,25.751,1.05113533724533,2.25937753363075,1.80372466534129,58731030121.8671,2126.13782387391,3.07584218086193,56867481145.0908,1.5094994978724,6765060933.54794,74.380966,20.1786550426305,60.02,70.5662704258162,30.6417102813721
PER,2002,73.916,71.661,69.496,73.85,26.15,1.17608515721159,0.193135003853723,0.109017023785512,54777553515.0809,2003.97108061855,4.22057017074744,53584601500.9808,1.54184022087652,6115928021.15018,74.382688,23.319474348232,58.34,71.5663938637508,30.5790596008301
PER,2001,73.423,71.041,68.758,73.448,26.552,1.34331954460691,1.97709878502052,0.455248302902049,52030158775.4055,1925.97942030475,-0.724689714782272,51181349334.3975,1.75202012964839,6096462472.5635,72.113111,25.4760542040983,54.95,71.98496660768,30.2601699829102
PER,2000,72.93,70.424,68.03,73.042,26.958,1.52044227070086,3.75733833344474,3.5247200388048,51744749133.213,1941.318259717,1.14477299247883,50584450184.819,1.78896684869544,5925098140.34786,72.496495,19.1946404610069,55.32,70.922673105037,33.8159790039063
PER,1999,72.309,69.743,67.298,72.631,27.369,1.6670604009319,3.46965996293021,2.9345454117468,50187324567.883,1911.73501688306,-0.183045688672124,49318340700.2511,1.93063071870992,5796129413.50273,74.078523,24.2735998605658,53.15,70.2017555737406,38.5659103393555
PER,1998,71.673,69.082,66.623,72.216,27.784,1.7695187906283,7.24782175213469,5.37109035742958,55501467877.381,2149.70106301576,-2.13862490928778,54566466136.4102,2.01666134194933,6094763432.78487,72.072063,21.6652657037982,47.43,71.3610027923683,
PER,1997,71.211,68.605,66.138,71.798,28.202,1.82243949325095,8.56218948953654,7.28313112865612,58147522522.5225,2292.39651714831,4.55392379218739,56604257319.8198,1.99676996833552,5953453453.45345,69.16024,31.5136693178122,47.18,70.4870727219909,25.8539199829102
PER,1996,70.752,68.147,65.684,71.377,28.623,1.85695289229942,11.5379424115177,9.6877419612148,55252414130.3019,2218.32174731966,0.907659325757336,53618138247.158,2.50202659772583,5723831642.4235,67.0,28.3931699473404,43.64,72.0749819329528,25.855640411377
PER,1995,70.253,67.644,65.176,70.951,29.049,1.92355612770439,11.1287029707088,13.5787978771502,53312793687.3836,2180.56663897168,5.36502124767382,51082699264.1192,2.63532409935627,5266424328.39791,67.3548355102539,28.8109555830749,40.3,71.1099839518389,27.2361793518066
PER,1994,69.81,67.227,64.775,70.521,29.479,1.97650334441666,23.7369050565046,26.6882412349405,44882079766.8913,1871.3921088991,10.1103807532414,43150876479.694,2.47419793989292,3948279002.00328,66.0529327392578,32.4519851023374,37.56,72.3358930400998,26.7497901916504
PER,1993,69.361,66.681,64.151,70.089,29.911,2.00446004559178,48.5799864468884,46.384682865327,34832077220.8537,1481.34098915924,3.15501369379665,33653695691.5188,2.74610246918215,2781563672.01247,64.7489929199219,28.648730484019,33.79,76.8081935712106,27.814510345459
PER,1992,68.926,66.149,63.539,69.697,30.303,2.03486931683517,73.5282942442641,69.2606176237553,35966302303.263,1560.54650443571,-2.54392718847367,34897208893.1542,2.50703504732668,2826792386.43634,70.1,23.2385055761859,31.21,77.3059915124043,31.0236492156982
PER,1991,68.197,65.434,62.843,69.3,30.7,2.12084332741883,409.530166622023,378.040578709772,34341465998.2003,1520.67736235824,0.0741760955231427,33468062732.9991,2.01981593068921,2614131636.45713,,,33.09,77.2442158384942,31.3666496276855
PER,1990,67.972,65.106,62.428,68.901,31.099,2.21710522088361,7481.66361124526,6261.2395586103,26410386669.3532,1194.54830200693,-7.06601854240201,24799606361.6469,2.68237879230488,1921025099.42822,,,31.61,74.6371399846821,29.7334308624268
PER,1989,67.34,64.352,61.577,68.499,31.501,2.24715200247878,3398.67901005332,2572.32592620979,22499559086.0587,1040.47518952436,-14.2605482152831,20917466460.6335,2.19047619047619,1931442834.11549,,,34.28,68.1193619664626,29.4051494598389
PER,1988,66.556,63.601,60.863,68.095,31.905,2.25975036452914,667.019328585961,586.278731131526,15439408447.2,730.20976255024,-11.4647260062765,13993512558.0,2.18520096250158,1313547829.4,,,35.67,68.2829110147152,28.1803493499756
PER,1987,65.766,62.804,60.069,67.687,32.313,2.26489768953194,85.8223062381847,85.6496433040751,36889706592.6843,1784.58053039008,7.26889364771399,34722119208.8304,3.41149604544948,4502301638.37055,,23.0208056045307,33.96,66.9329868642733,26.5490894317627
PER,1986,64.978,62.024,59.303,67.277,32.723,2.31183594285629,77.9210255473595,68.3635139565209,21859448586.485,1081.69912331592,6.92523140766124,20381633884.2086,3.34929554073131,2717332855.35042,,27.8753968059534,30.68,66.5169577763415,25.3953399658203
PER,1985,64.245,61.292,58.578,66.864,33.136,2.3620742408617,163.399505243687,165.734972479311,15078736875.387,763.611418637779,-0.321378535904699,14261545756.618,3.87014909590779,1767663019.64682,,16.8691252547538,29.86,59.158271395015,22.0539894104004
NOR,2022,,,,83.664,16.336,0.898395220610608,5.76412317852271,28.0333047173699,579267365866.343,106148.778627718,2.3568455661005,597134213972.191,1.63766554089693,107767010487.995,,6.13535528881249,,32.4112215583894,
NOR,2021,84.7,83.1634146341463,81.7,83.323,16.677,0.534772281874925,3.48388055266678,17.1026108623609,490293364377.183,90655.3910229392,3.34426223318228,501601513387.66,1.72188687044335,113176367869.616,100.0,8.60931141223668,102.29,38.39042933598,
NOR,2020,84.9,83.209756097561,81.6,82.974,17.026,0.588757324043059,1.28658490707998,-2.51726059053333,367633418886.627,68340.0181033702,-1.85769610859076,382834834941.145,1.96598369239436,96077528984.866,100.0,14.5438911802952,101.36,43.4471013917075,84.4436721801758
NOR,2019,84.7,82.9585365853659,81.3,82.616,17.384,0.675061373245644,2.16773003305405,-0.548437016889537,408742840909.091,76430.5889473338,0.443398577675566,421234090909.091,1.84373537818427,98521363636.3636,100.0,12.4756877157379,101.62,43.8989896125509,83.2306900024414
NOR,2018,84.5,82.7585365853659,81.1,82.248,17.752,0.660090844249,2.76483134528794,6.74292461940227,439788625883.8,82792.8427113304,0.165560772299784,457569996925.915,1.71529737478335,101648078696.588,100.0,10.520215676428,96.64,42.721302830832,83.0172576904297
NOR,2017,84.3,82.609756097561,81.0,81.871,18.129,0.807673181884948,1.87510059552548,4.08094934122931,401745275035.261,76131.8384032764,1.63950714511496,416379568809.188,1.70515328594991,95638525085.6337,100.0,11.9003480062856,101.35,44.2856270178806,81.9923477172852
NOR,2016,84.2,82.4073170731707,80.7,81.485,18.515,0.880969815359919,3.55000000000002,-1.59809716352439,370956547619.048,70867.3609970749,0.277407784487878,387092976190.476,1.61734383599671,89841309523.8095,100.0,12.944484324476,101.03,45.2953192117547,80.5465393066406
NOR,2015,84.2,82.3048780487805,80.5,81.091,18.909,0.995084736958414,2.17113665389528,-2.80446812171388,388159512245.53,74809.9658049898,0.848799124216399,404192290999.276,1.49812327266489,89656505115.2216,100.0,9.48293120578716,100.13,43.2648187022931,77.9589385986328
NOR,2014,84.2,82.1,80.1,80.692,19.308,1.12773667734928,2.0417028670721,0.258332848947191,501736471832.848,97666.6951838749,0.903762650173263,517499761967.733,1.46227942776465,108991007669.929,100.0,8.0876220955484,98.85,40.7493130443143,77.5435028076172
NOR,2013,83.8,81.7512195121951,79.8,80.286,19.714,1.20914158930136,2.12048620353119,2.5532389173337,526014468085.106,103553.840134417,-0.197883222310097,531585021276.596,1.40525218139781,110352851063.83,100.0,7.20785163978784,95.62,39.9435012708978,76.5000305175781
NOR,2012,83.5,81.4512195121951,79.5,79.874,20.126,1.31344098868985,0.696864111498241,3.35308930089886,512777309840.997,102175.919298374,1.3776409008747,517101160292.222,1.39318999611811,105681822088.526,100.0,5.99978771799062,94.84,39.4425966165194,73.5713424682617
NOR,2011,83.6,81.2951219512195,79.1,79.455,20.545,1.297189390693,1.28495158809159,6.67279000191441,501360549669.404,101221.813476644,-0.197405953019441,506139118181.721,1.44252755140788,104234956710.531,100.0,6.3219234214846,93.73,40.0397661293221,73.6679229736328
NOR,2010,83.2,80.9975609756098,78.9,79.102,20.898,1.24566617956207,2.41890639481001,5.95536133797087,431052143940.438,88163.2085931423,-0.460631256132487,435702909141.045,1.50762795492815,91497642354.8876,100.0,7.22902322356339,97.39,41.7237447084865,73.4938583374023
NOR,2009,83.1,80.7951219512195,78.6,78.815,21.185,1.2611272893768,2.19738586853571,-5.11594400838129,387974344023.324,80347.1441583813,-3.16925628485011,390176994434.137,1.59690979918941,83410654651.471,100.0,6.50180150165431,95.63,42.0494304245747,73.1796188354492
NOR,2008,83.0,80.5926829268293,78.3,78.526,21.474,1.24633301535167,3.75393081761006,10.5663830343854,464917553191.489,97503.5407803783,-0.762647958322503,462874822695.035,1.37033371660879,85546985815.6028,100.0,4.38470859620291,99.86,38.1655406758233,72.5934677124023
NOR,2007,82.7,80.3951219512195,78.2,78.234,21.766,1.03473451527827,0.712589073634205,3.07769870381014,402645550184.816,85502.7539315067,1.85460705274458,401434461188.513,1.45917207799086,75090759169.7469,100.0,4.9977747480184,94.63,40.3027064953686,75.4899673461914
NOR,2006,82.7,80.3439024390244,78.1,77.95,22.05,0.805392739160981,2.32934980757545,8.73214952942989,346913357588.358,74434.1128098681,1.63960627285024,347176403326.404,1.44466802794409,64413617463.6175,100.0,4.92051667733109,94.32,40.0882568023045,77.6708602905273
NOR,2005,82.5,80.0414634146342,77.7,77.675,22.325,0.681072964187373,1.53213367609252,8.76304488393352,309978579743.888,67047.1704558264,1.98810025642059,313371051610.4,1.57588467314326,60053550640.2794,100.0,5.21872860267437,94.17,41.7896113091545,78.5233535766602
NOR,2004,82.3,79.8414634146342,77.5,77.399,22.601,0.590930939690253,0.454498502220854,5.85016617014062,265267350723.204,57768.412430384,3.4017848883194,265775003090.617,1.84878514417382,55026876004.4505,100.0,5.5861467752424,96.48,44.1981899455463,79.227668762207
NOR,2003,81.9,79.390243902439,77.0,77.084,22.916,0.586532691986894,2.48782553461785,2.86082328613723,229384929368.922,50250.2115333175,0.354567463257808,230687714359.024,1.97485448684346,50330239422.9931,100.0,5.92311040585178,92.37,45.6064454357658,79.0671768188477
NOR,2002,81.6,78.9878048780488,76.5,76.733,23.267,0.539290805050494,1.28672528415185,-1.52020671606276,195915371987.697,43170.6716286708,0.832308716578552,196448703394.902,2.08059193132079,42369284903.9969,100.0,6.55949120643752,90.73,44.6227172033283,73.3266906738281
NOR,2001,81.5,78.7853658536585,76.2,76.378,23.622,0.506046910557235,3.00419703998231,1.71264025643715,174240242224.618,38602.0944054332,1.5519275837342,174320427692.902,1.70454145987594,34903700051.4829,100.0,6.19589638418461,91.32,42.6058972061163,70.2231369018555
NOR,2000,81.4,78.6341463414634,76.0,76.02,23.98,0.649044821192665,3.08550609131277,15.3333099619942,171456390281.958,38178.0561473638,2.65053090696199,169108927014.327,1.7058318732318,32342776748.4267,100.0,6.38896486631256,92.64,42.4051706543894,69.2786331176758
NOR,1999,81.1,78.2829268292683,75.6,75.569,24.431,0.684759433412698,2.36596736596735,6.62302293772699,162384295939.12,36393.4249590075,1.37548680207782,160984019029.371,2.03910557145363,34120290124.8273,100.0,9.04716724019045,94.48,47.1424747505454,66.3624877929688
NOR,1998,81.3,78.3292682926829,75.5,75.027,24.973,0.595410343346654,2.25241329996425,-0.692592276644049,154230346261.264,34803.4749376875,2.05920290857982,152473046239.628,2.15673766669647,32938871896.619,100.0,9.96417391710907,95.37,48.5045325917797,62.8046684265137
NOR,1997,80.97,78.1426829268293,75.45,74.476,25.524,0.54221993602931,2.56692335900259,2.78575837842637,161356612878.694,36629.0265883133,4.71522878971304,159654744105.293,2.01607957074415,32235837523.2282,100.0,7.79443874746433,95.2,46.9046909772723,61.5002708435059
NOR,1996,81.07,78.1504878048781,75.37,74.062,25.938,0.506881682762136,1.26253249164498,4.26149805055043,163519897878.102,37321.9259783095,4.49694127546725,161663253559.214,2.1630749742096,33300834520.9225,100.0,7.78652820776211,95.02,48.0708694267033,58.0536003112793
NOR,1995,80.82,77.7365853658537,74.8,73.787,26.213,0.519125519812519,2.46036778693723,3.06141927718748,152030652228.016,34875.9428893152,3.61634549842067,150184920446.587,2.30749103957538,31869614379.4392,100.0,8.33624013658179,93.63,48.8935126638135,54.1479606628418
NOR,1994,80.64,77.689756097561,74.88,73.453,26.547,0.569388227765026,1.37567498071484,-0.15599774778363,127131604641.39,29315.8750023094,4.45880135254741,125010198839.286,2.73313708243107,27492268659.9203,100.0,8.84228425749272,92.64,49.5025868160429,54.1236991882324
NOR,1993,80.23,77.1517073170732,74.22,73.061,26.939,0.5952293301816,2.28826933193056,2.29292031803006,120578717965.736,27963.5829401628,2.23483632242664,117849277953.425,2.68734984456601,26495429612.8665,100.0,8.04450779569502,96.36,49.7342182204603,50.1710014343262
NOR,1992,80.36,77.1843902439025,74.16,72.665,27.335,0.577180268126687,2.32808504911854,-0.639759770603149,130838022522.86,30523.9809627845,2.97836951992878,128092669282.502,2.96470027529897,28721534486.3445,100.0,7.95012924034717,92.36,49.9314346575361,45.9864082336426
NOR,1991,80.1,76.9807317073171,74.01,72.265,27.735,0.476503585004921,3.43819599109133,2.21180066239859,121871665528.423,28596.7455317282,2.59440597787501,118015083428.551,2.74748719588206,25600257907.5782,100.0,7.56007965550866,94.07,49.0915557400641,42.3184700012207
NOR,1990,79.8,76.5373170731707,73.43,71.956,28.044,0.344151412835214,4.13103348311347,3.81157220338331,119791045690.118,28242.7934092985,1.5820928592686,116415666780.711,2.88622689429437,24298606571.8899,100.0,6.94044930561069,102.03,48.881192647704,38.3601112365723
NOR,1989,79.84,76.500487804878,73.32,71.828,28.172,0.412807534785616,4.54614335505383,5.61226799271172,102633934390.615,24281.1304051396,0.62201854920076,99913389818.2345,2.91015709214252,20548048374.2487,,6.77362550830432,97.46,49.1095569516649,34.2455101013184
NOR,1988,79.56,76.2204878048781,73.04,71.699,28.301,0.537922759339233,6.67636598771419,4.86846058528249,101900521458.037,24207.3433771605,-0.790236740408844,99454911398.1674,2.8930898629137,20310163956.2272,,8.37820779974783,98.1,50.2716523813252,32.2854804992676
NOR,1987,79.58,76.0817073170732,72.75,71.57,28.43,0.468049546752802,8.71704745166959,7.2212546815901,94230606535.1134,22506.0292829939,1.27835302868864,92915272098.4942,2.97832442559969,18824926344.5369,,,98.28,50.7415644679102,32.0446281433105
NOR,1986,79.76,76.2412195121951,72.89,71.44,28.56,0.356688643730966,7.17649274816349,-0.550799470861293,78692674637.045,18883.1269522688,3.6716668954416,77474511730.7456,2.80841701830998,14966986676.3432,,,94.59,51.4735905085305,29.6212596893311
NOR,1985,79.41,75.9168292682927,72.59,71.31,28.69,0.299471500364252,5.71485463958584,5.19792264477363,65416626280.899,15753.4916857392,5.23777540324039,64293241626.1131,2.79600023170273,11706905710.3169,,5.66067978965043,97.45,47.3844331990285,29.8012199401855
MEX,2022,,,,81.3,18.7,0.628607802526073,7.89627619168544,7.03223057833694,1414187193992.25,11091.3054302538,2.41655401027934,1384249040591.95,0.606752933062896,162302387050.456,,8.26610954663959,,68.2272909230556,
MEX,2021,74.864,70.213,66.056,81.016,18.984,0.559420832085433,5.68920847683764,5.16409565543347,1272838810896.09,10045.676371041,4.1363722123716,1239324878371.22,0.682059196439262,150195647548.865,100.0,8.53983346525731,114.21,65.2869547761268,
MEX,2020,74.314,70.133,66.334,80.731,19.269,0.727243815691995,3.39683415569999,4.16727410061226,1090514966785.91,8654.99732516958,-8.65463726096949,1054821678976.59,0.73779605130135,136374684651.315,99.4,9.06814552644513,112.81,63.0664914446552,44.8085899353027
MEX,2019,77.574,74.202,70.931,80.444,19.556,0.860265089734684,3.6359614212705,4.12380780868217,1269009571610.76,10145.1526279593,-1.05391817559632,1232009716979.67,0.523424227075094,144583948251.369,99.6,7.84793817808792,111.92,64.9047696396938,42.8306999206543
MEX,2018,77.286,74.015,70.829,80.156,19.844,0.951668643927897,4.89935015356549,4.94641112250018,1222405556421.13,9857.00748742213,1.22705012273423,1189346368322.12,0.477494205142032,141436329657.072,99.5,7.46175565982279,110.48,64.7769612281473,41.5228004455566
MEX,2017,77.303,74.138,71.044,79.867,20.133,1.08042073770937,6.04145724018992,6.71270642990439,1158912015259.01,9434.37817948243,1.01581618490397,1128822082175.71,0.436510296383438,134626131468.108,100.0,7.73247769635274,108.04,65.2190807973098,40.2289581298828
MEX,2016,77.486,74.412,71.398,79.577,20.423,1.13323428792033,2.82170784747653,5.60527751287923,1078493059306.95,8875.08206876137,1.47405322706069,1049585504028.02,0.495064413696788,129531471120.742,99.5,7.54165496928896,104.27,65.5222209411626,38.4333801269531
MEX,2015,77.692,74.682,71.723,79.285,20.715,1.16700884975484,2.7206406496403,2.83508621841817,1171870072962.76,9753.40056232226,2.09471782379221,1141605073888.2,0.466676122422583,144341532554.559,99.0,6.83651257140708,98.41,65.4119737803623,31.8190402984619
MEX,2014,77.782,74.797,71.859,78.993,21.007,1.2414667155537,4.01861608078673,4.43971916284347,1315356131262.48,11076.1341141975,1.58082066291567,1283063273512.41,0.513829957307541,160407180166.185,99.172928,6.2648835755353,97.32,65.8605540410467,31.0941390991211
MEX,2013,77.706,74.739,71.814,78.699,21.301,1.317160792789,3.80639069747207,1.52973082061064,1274443916251.64,10865.6872912453,0.0278491497182358,1237367133604.19,0.507919454953,155372393655.648,99.1450500488281,6.25309488866841,94.4,66.4688000952151,30.3000392913818
MEX,2012,77.535,74.574,71.651,78.405,21.595,1.39661546186197,4.11150981070293,4.06592696849427,1201093787127.42,10376.0904951074,2.20489898111602,1177888926284.62,0.47598728077372,143491479616.664,99.111637,5.75692150001438,91.9,64.724562804609,29.4718399047852
MEX,2011,77.311,74.365,71.451,78.111,21.889,1.4276397653994,3.40737824605736,5.84287319478247,1180487226406.78,10341.5002378026,2.19358757838944,1161741376644.34,0.465777802870552,139026961703.087,99.0047225952148,6.12361731015644,87.2,64.8066946508777,28.3414993286133
MEX,2010,77.117,74.19,71.295,77.815,22.185,1.32657895725526,4.15672722680176,4.54515133760761,1057800597973.65,9399.96470859669,3.73285194759218,1045220087197.9,0.45273449263425,124517551468.324,99.236696,5.94307331577159,88.7,65.3493742339646,27.5634708404541
MEX,2009,76.993,74.119,71.273,77.52,22.48,1.23674369230562,5.29735584228859,3.94766289502098,900047015737.995,8104.92257319862,-6.44990305246394,884931073539.56,0.501556274697719,107258277460.091,98.2967987060547,6.86565234154566,86.11,65.8285493713556,26.5867290496826
MEX,2008,76.952,74.152,71.376,77.222,22.778,1.26753574174522,5.12498274575897,6.17251207077045,1109987401386.38,10119.8210567984,-0.130355617829551,1094330680176.04,0.390513227488772,119096307812.567,98.914037,5.49972894200531,88.17,66.9326379675258,26.1120300292969
MEX,2007,76.956,74.238,71.54,76.92,23.08,1.31623681916458,3.96684905458234,5.78906129053314,1052697085016.35,9719.9278639964,0.953870184713892,1034992068129.6,0.401163917952381,109537143977.007,97.9146041870117,5.32721762038059,85.88,67.1655337966109,25.4210605621338
MEX,2006,76.981,74.331,71.697,76.616,23.384,1.36053857389621,3.62946762439129,6.38922240841194,975383402912.585,9125.3877388645,3.08300969973033,960394096225.346,0.311171936508264,100897789922.693,99.11416,5.39000428867159,83.79,67.263517319189,24.7904300689697
MEX,2005,76.986,74.376,71.782,76.308,23.692,1.42951167105736,3.98805714597435,5.87392141103811,877476892365.264,8321.85985639121,0.85570870923371,859157497925.819,0.355958931501411,92325544681.0428,98.932728,5.36037750780801,79.97,68.6279852238666,24.2164001464844
MEX,2004,76.983,74.372,71.781,75.997,24.003,1.4696529746789,4.68840884843147,7.96171097710625,782242912348.371,7525.4874609367,2.4044867783991,770596697373.432,0.364898722678153,82036081121.3924,98.597701,5.39777022361558,80.52,68.3223017742829,23.6608104705811
MEX,2003,76.921,74.274,71.653,75.682,24.318,1.48740053113001,4.54690012118717,4.0394555694029,729335024013.225,7120.37212084792,-0.0513649848795268,716376498141.665,0.405916546649963,80473297673.1046,97.3593902587891,5.47566805199915,78.52,70.2271310899015,22.8839702606201
MEX,2002,76.826,74.106,71.422,75.365,24.635,1.52045522318023,5.03072733151299,5.50336587192604,772109710670.873,7650.93186425866,-1.54819790978986,758786148725.097,0.421606002464969,80127356425.0053,97.897085,5.01004459856422,76.04,69.6619742816525,22.1058502197266
MEX,2001,76.685,73.867,71.098,75.045,24.955,1.54194113014521,6.36773806235032,6.04149011476282,756702925694.04,7613.14297753247,-1.92831658103175,742670506127.568,0.442657003961602,74770769783.8069,97.1395645141602,5.00885596927071,76.07,68.8999814070186,21.2629203796387
MEX,2000,76.512,73.569,70.692,74.722,25.278,1.58455078746177,9.49156149435404,11.1522061155358,707909864021.779,7232.91068093609,3.29269240921286,692712528979.868,0.446047820449759,67359176322.2161,98.007132,4.8437767050675,71.85,67.9382500409512,20.4910106658936
