country,year,"Life expectancy at birth, female (years)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)",Urban population (% of total population),Rural population (% of total population),Population growth (annual %),"Inflation, consumer prices (annual %)",Gini index,"Inflation, GDP deflator (annual %)",GDP (current US$),GDP per capita (current US$),GDP per capita growth (annual %),GNI (current US$),Current health expenditure (% of GDP),"Hospital beds (per 1,000 people)",Domestic private health expenditure per capita (current US$),Current health expenditure per capita (current US$),"Mortality caused by road traffic injury (per 100,000 population)",People using at least basic sanitation services (% of population),People using safely managed drinking water services (% of population),"Literacy rate, adult total (% of people ages 15 and above)",Control of Corruption: Estimate,Military expenditure (% of GDP),General government final consumption expenditure (current US$),Access to electricity (% of population),Food exports (% of merchandise exports),Food production index (2014-2016 = 100),Households and NPISHs final consumption expenditure (% of GDP),"School enrollment, tertiary (gross), gender parity index (GPI)","School enrollment, tertiary (% gross)",Internet Users(%)
COL,1996,74.5,70.189,66.13,72.223,27.777,1.82497516949853,20.7975755127402,56.9,16.868378789776,97153389010.9466,2652.10388063505,0.21025281620868,95090835218.2207,,1.4600000381,,,,,,91.207160949707,-0.512254357337952,4.44539325396431,17482299487.036,93.3031005859375,26.6986807372862,67.05,65.4997112590712,1.05997002124786,17.9104194641113,0.330017775
COL,1995,74.24,69.933,65.885,71.777,28.223,1.89336934967888,20.8917930194849,,18.8509572578895,92495970511.3951,2571.46818996686,3.22930517074005,90899889367.2328,,,,,,,,,,2.83162658057701,13826645999.8138,91.2,30.8402170567403,66.37,65.6826246236208,1.01031005382538,16.6697406768799,0.188046783
COL,1994,73.969,69.613,65.533,71.328,28.672,1.94749136422042,22.8462417553045,,22.096378258478,81705497616.5703,2314.9009901463,3.77386715690713,80215001039.6351,,,,,,,,,,2.50840701347047,11825607956.0578,92.7219619750977,37.9012907011475,62.63,65.9089126120554,,16.7001991271973,0.107173942
COL,1993,73.757,69.342,65.221,70.874,29.126,1.9713513727806,22.4424828533276,,24.8415782785499,66474101329.3543,1920.39896677973,3.3282368891756,64517805770.6524,,1.2999999523,,,,,,91.0630874633789,,2.52526701829097,9340655096.9886,92.4279937744141,29.9221607019084,60.53,66.8147774374533,,16.1512298583984,0.0
COL,1992,73.533,69.038,64.86,70.415,29.585,1.98308677402728,27.010626623136,51.5,22.6643849544714,58394443348.9332,1720.56855672705,2.00195216099661,56138199505.5257,,,,,,,,,,2.10667794255338,7668842801.20471,92.1326599121094,33.1197167677659,58.72,66.8871507893936,,15.9850597381592,0.0
COL,1991,73.296,68.813,64.652,69.949,30.051,2.03800594708786,30.3878204854436,,27.0057740395846,49637993948.8402,1491.85672826445,-0.0561513837121907,47529164019.5965,,,,,,,,,,1.85348178319724,5837066742.14007,91.8366546630859,32.4468729410714,59.12,64.4761044055956,1.02634000778198,15.3453702926636,0.0
COL,1990,73.067,68.644,64.539,69.481,30.519,2.10245993310484,29.1520245976216,,52.3361031682038,47844090709.9908,1467.54743608627,2.11239850086568,45539094152.431,,1.3667000532,,,,,,,,1.86015929954807,5957768884.64142,89.9,,59.61,63.993276286442,,14.6540098190308,0.0
COL,1989,72.781,68.533,64.576,69.008,30.992,2.10958011736201,25.8675480831987,,24.6858161399076,39540080200.3938,1238.60336697052,1.25534326900443,37241071886.2881,,1.25109994411469,,,,,,,,2.18818380743982,4173272268.60048,,,56.75,65.286204185204,1.05662000179291,14.2334299087524,0.0
COL,1988,72.44,68.391,64.605,68.532,31.468,2.11350051754997,28.1083969771704,,27.7500562450254,39212550050.4223,1254.53154613477,1.88785565725118,37467546940.1848,,,,,,,,,,2.19924475548319,3952124069.89528,,,52.61,65.5020036913064,0.934340000152588,13.6779499053955,0.0
COL,1987,71.992,68.268,64.756,68.051,31.949,2.12330820360553,23.3020283640181,,23.3769365166645,36373307085.0887,1188.5517771004,3.15521020725176,34383300523.0276,,,,,,,,,,1.98313541641877,3579385894.94849,,41.7736955301625,49.66,66.1280280784841,0.96832001209259,12.9714403152466,0.0
COL,1986,71.716,68.26,64.975,67.566,32.434,2.13831694364723,18.8424631612405,,29.1689263673813,34942489683.9712,1166.30079731611,3.5852439571852,33194484135.245,,,,,,,,,,1.94461959115846,3427423340.1695,,67.2240199337153,48.4,65.3462249902622,0.949880003929138,12.4849796295166,0.0
COL,1985,69.186,66.276,63.477,67.034,32.966,2.19684709234321,24.0901743681251,,24.8835080388417,34894419525.2817,1189.86940459785,0.866699984133177,33219419525.0445,,,,,,,,,,2.05401660934215,3733102228.68305,,59.2776469693373,46.7,68.9783669893149,0.945249974727631,11.756890296936,0.0
COL,1984,71.05,67.979,65.024,66.387,33.613,2.2799770813467,16.1616171361426,,22.1802266995958,38253120737.9671,1333.37091115403,1.02097121281064,36678124773.9728,,,,,,,,,,2.32589496393177,4221796811.06951,,62.0426869216848,46.49,70.5777185198092,0.91975998878479,11.4685802459717,0.0
COL,1983,70.685,67.745,64.901,65.733,34.267,2.29825611583074,19.5973170624765,,20.4025756995262,38729822781.5997,1381.12004825276,-0.733852363659466,37514872085.7243,,,,,,,,,,2.21993752742179,4242652886.53584,,61.13376564955,45.21,71.9330861713145,,10.9207801818848,0.0
COL,1982,70.395,67.531,64.75,65.073,34.927,2.28538665013336,24.7209882528586,,24.7664573136336,38968039721.748,1421.92168833937,-1.33247799236837,37999647572.4732,,,,,,,,,,1.71385095903576,4256262697.82073,,63.337485369019,46.32,72.8685162924088,0.847769975662231,10.4747400283813,0.0
COL,1981,70.019,67.197,64.451,64.408,35.592,2.30282810071568,27.4537624347993,,22.7658772988937,36388366869.0309,1358.48545216789,-0.0514759934322058,35904126272.7293,,,,,,,,,,1.75512036191792,3796605565.8736,,62.8469236418975,47.18,72.5093593669068,0.799989998340607,10.1302795410156,0.0
COL,1980,69.626,66.868,64.174,63.738,36.262,2.30660801533035,26.5526531495356,,27.6159360336757,33400735644.0481,1275.99659324238,1.7139442872063,33155485755.6215,,1.56410002708435,,,,,,,,1.83012164926257,3370912236.6921,,71.7953340898171,45.7,70.2181580997131,0.80019998550415,8.85468006134033,0.0
COL,1979,69.063,66.38,63.749,63.061,36.939,2.27641953563408,24.1340757440456,,24.0406255399567,27940411250.2732,1092.30456373975,3.00734630726392,27649181154.1237,,,,,,,,,,1.67392876970441,2602266130.4917,,70.6610863635426,45.46,70.764045265167,0.696269989013672,9.01661968231201,
COL,1978,68.579,65.954,63.373,62.379,37.621,2.26383747547542,17.7631590853462,,17.0999313637889,23263511958.0509,930.406202098949,6.04190520437349,22922871080.1893,,,,,,,,,,1.55031940977911,1990535874.1527,,74.3745150894755,43.92,70.3318464145172,0.662620007991791,8.81997013092041,
COL,1977,67.959,65.424,62.921,61.693,38.307,2.19594319499091,33.802818357982,,29.1528170739333,19470960619.1297,796.556192288003,1.89617450264332,19153335981.2042,,,,,,,,,,1.43848721422287,1501487455.87939,,70.5424929947777,41.11,69.8696561172802,0.624939978122711,8.53538990020752,
COL,1976,67.297,64.845,62.415,61.003,38.997,2.15268736522222,19.8312249167931,,25.4575581616927,15341403660.4698,641.550720418532,2.4979870754819,14984942385.6463,,,,,,,,,,1.49360287072351,1259028678.48393,,68.4966084290235,41.29,71.0793394329945,,7.52815008163452,
COL,1975,66.639,64.27,61.913,60.306,39.694,2.18515172922318,23.4375025650554,,22.8069631296826,13098633901.8673,559.681441470476,0.111589033732429,12776548138.7115,,,,,,,,,,1.74026807533756,1169703338.45283,,64.736355395941,38.75,72.2718386208122,0.563040018081665,7.11062002182007,
COL,1974,65.929,63.64,61.354,59.607,40.393,2.21473664560107,23.8709573656697,,25.3771500046661,12370029583.6419,540.226188873276,3.42951120470325,12184409033.5627,,,,,,,,,,1.57578013524412,1082354566.27925,,57.9788306583674,35.49,70.8847213261204,0.533240020275116,6.24666023254395,
COL,1973,65.314,63.06,60.806,58.89,41.11,2.24987502569652,22.5296486781842,,20.1610993858631,10315760000.3394,460.600711257064,4.34863166694967,10104386815.5458,,,,,,,,,,1.69024510610298,976213001.183623,,62.5441681669296,33.14,70.0065800296101,,5.72088003158569,
COL,1972,64.745,62.569,60.383,58.143,41.857,2.27539861248598,12.4444589907729,,12.9723107821429,8671358732.68486,395.98762231097,5.24690756991153,8473740257.56058,,,,,,,,,,1.96719582300512,829754832.690804,,64.1204804066081,32.68,71.8475429029502,,5.32317018508911,
COL,1971,64.177,62.051,59.913,57.39,42.61,2.36433190301024,11.9402616979216,,10.8074005790019,7820380970.53674,365.345951070262,3.48484898385774,7645029433.66126,,,,,,,,,,3.37417409711976,857610129.782826,,70.1473820072285,32.48,73.6685783200544,,4.72131013870239,
COL,1970,63.668,61.569,59.459,56.635,43.365,2.48449016945708,6.90862275848248,,11.8858042457372,7198360460.19887,344.332599843029,3.6015842951613,7025370777.80549,,2.09730005264282,,,,,,,,2.25954658431875,666008826.623003,,74.9995590262094,30.3,71.7996806459388,0.362749993801117,4.2470498085022,
COL,1969,63.274,61.216,59.147,55.877,44.123,2.58185958159407,6.98166307955373,,8.44465758616299,6450175213.74923,316.305007317933,3.3981608675405,6318187089.02706,,,,,,,,,,2.05492415707552,567958110.347137,,68.7615103127944,28.84,73.7872332808249,,,
COL,1968,62.894,60.871,58.84,55.117,44.883,2.69567396861323,7.44753878317765,,8.47237596534688,5960212869.12968,299.922605075449,3.11565197282167,5860219211.80724,,,,,,,,,,2.38537248109852,504367254.491551,,73.4155259365168,28.27,73.4856130666722,,,
COL,1967,62.527,60.531,58.529,54.352,45.648,2.79168365879028,8.32819136425947,,10.7301835265463,5825170438.48704,301.136382485833,1.26795193148665,5589327689.96395,,,,,,,,,,3.1173645631477,500113740.547471,,72.9867605137731,27.28,73.5456309760485,,,
COL,1966,62.19,60.204,58.214,53.587,46.413,2.8884894785914,16.7281682748598,,15.1273473150005,5428518518.51852,288.575890071302,2.24046561676244,5378688888.88889,,,,,,,,,,3.16524479704396,472296296.296296,,73.9226463456035,26.74,76.6063996725114,,,
COL,1965,61.803,59.815,57.826,52.82,47.18,2.97704365495747,7.59068366931587,,8.6044794525011,5760761904.7619,315.212329517137,0.561250867015801,5695009523.80952,,,,,,,,,,3.19094692172311,478857142.857143,,72.5943418686929,26.92,74.5370982674249,,,
COL,1964,61.368,59.375,57.385,52.027,47.973,3.02619520379658,17.0724352164554,,16.3398794061627,5973366666.66667,336.722068787801,3.00224883464925,5950087688.88889,,,,,,,,,,3.18080357142857,397148477.777778,,77.0783550617862,26.42,76.7162195895484,,,
COL,1963,60.87,58.892,56.919,50.584,49.416,3.06596105936449,26.3554355250467,,23.2206195373512,4836166666.66667,280.993494299019,0.168030331175657,4796438866.66667,,,,,,,,,,3.5151403758673,358564266.666667,,74.498053367406,24.97,75.206025663117,,,
COL,1962,60.309,58.301,56.306,49.143,50.857,3.09614501457842,4.69709395062468,,6.64803608111191,4955537980.05851,296.893790426554,2.19819174145344,4934159752.81311,,,,,,,,,,3.09941520467836,349229248.543338,,77.264586110154,25.23,74.8390152401226,,,
COL,1961,59.765,57.73,55.714,47.702,52.298,3.10488961566466,8.28319045648718,,8.22936825024104,4540447761.87171,280.579137443382,1.87644737153727,4524766239.48131,,,,,,,,,,2.1432563032116,307899880.64297,,,23.39,74.084498865915,,,
COL,1960,59.187,57.13,55.099,46.268,53.732,,5.81407628204986,,,4031152977.24659,256.962847377293,,4019001281.69088,,2.57554721832275,,,,,,,,1.88432347552997,257037769.443412,,,,73.0307746376188,,,
CAN,2022,,,,81.752,18.248,1.82337042206996,6.80280115341612,,7.33257483102696,2139840023673.81,54966.4888361088,1.52799048000773,2118435622921.27,,,,,,98.5883581968614,99.0397292852425,,,1.23665591258666,448872388113.757,,12.4463905437712,,54.2577893440101,,,
CAN,2021,84.671,82.5966097560976,80.621,81.653,18.347,0.575421916470359,3.39519318527532,,8.15333924257004,2001486745423.92,52358.6216405155,4.40927515325929,1989861202298.22,11.67882252,,1549.53450678,6086.07519531,,98.5885660943908,99.0393208266726,,1.64609467983246,1.26729446473527,437537368356.85,100.0,13.8100645536358,95.95,54.3969241533971,,,
CAN,2020,83.96,81.6704878048781,79.49,81.562,18.438,1.0737958268224,0.716999632307852,,0.615457490563671,1647598402302.68,43349.677855557,-6.08821204931374,1634756463903.94,12.93967533,,1406.63729503,5619.41601563,,98.6730053902748,99.0389461917976,,1.59498167037964,1.40083568623706,375758860595.912,100.0,15.0989058724374,113.34,57.1927350599476,1.24600005149841,79.5169219970703,96.97000122
CAN,2019,84.38,82.2287804878049,80.18,81.482,18.518,1.43613682316886,1.94926902411596,31.7,1.56621123239672,1743725183672.52,46374.1527517191,0.435426335836112,1722945761061.66,10.95021915,2.52,1536.29696337,5083.72558594,5.3,98.7573271465461,99.0386196317734,,1.76385736465454,1.28451224366918,360314585114.837,100.0,11.9300626053653,110.39,57.7545543389136,1.2438600063324,75.6988220214844,96.5
CAN,2018,83.99,81.8439024390244,79.8,81.411,18.589,1.41245586917998,2.268225672481,32.5,1.61741439035406,1725297938435.76,46547.7951820036,1.33556428524561,1695965885548.75,10.84608173,2.55,1522.86364531,5052.67773438,5.4,98.8415415919231,98.9836260855053,,1.82379758358002,1.3176781061648,356816331955.942,100.0,11.92683043971,109.32,57.8869351139165,1.25332999229431,70.1130218505859,94.63999939
CAN,2017,84.02,81.8329268292683,79.75,81.35,18.65,1.19952071057872,1.5968841285297,33.3,2.5649968397985,1649265644244.09,45129.4292980922,1.81127891680259,1628291572163.23,10.86184978,2.53,1483.29210937,4900.66894531,5.6,98.9256765118876,98.9285033657562,,1.92010080814362,1.35189646465708,341452931752.066,100.0,12.4827191580112,108.54,57.9762323528326,1.25504994392395,68.9225082397461,92.70137024
CAN,2016,84.03,81.9248780487805,79.92,81.3,18.7,1.13234865466606,1.4287595470108,32.7,0.75403003025545,1527994741907.43,42315.6037056806,-0.135842621321913,1509327936731.45,11.03318405,2.6,1415.33596901,4668.23632813,5.8,99.0097512478276,98.8733074852587,,1.98477900028229,1.16416156719089,321612947451.906,100.0,12.8537932602701,106.82,58.4843100556742,1.25399005413055,66.4391784667969,91.16000366
CAN,2015,83.89,81.8156097560976,79.84,81.259,18.741,0.746339477969813,1.12524136094279,33.7,-0.876717544815605,1556508816217.14,43596.1355365546,-0.089285801148975,1532663548013.94,10.74362469,2.62,1373.25571588,4679.97607422,5.8,99.0937756062702,98.8180620992335,,1.88442969322205,1.15270937445521,324965188724.922,100.0,12.2650921931972,98.53,57.8089690631528,1.25442004203796,64.7869567871094,90.0
CAN,2014,83.91,81.7843902439025,79.76,81.218,18.782,1.00533757867378,1.90663590717873,33.2,1.94459869733706,1805749878439.94,50955.9983232404,1.84102612431141,1776572160702.32,10.25806713,2.67,1538.62898366,5231.94775391,5.8,99.177750681856,98.7627063399284,,1.83242726325989,0.989925299438869,365963384878.333,100.0,10.9864355166264,94.65,55.7963142959261,1.25104999542236,65.612907409668,87.12000275
CAN,2013,83.85,81.7448780487805,79.74,81.178,18.822,1.05659125917789,0.93829189781521,33.8,1.73744799956536,1846597421834.98,52635.1749580433,1.25361381330025,1818471075757.13,10.41469765,2.72,1604.63790346,5484.80761719,6.3,99.2616789369925,98.7072535526378,,1.87934255599976,1.00236720047397,382325710984.663,100.0,10.316558912864,101.0,55.9608652705298,1.25045001506805,65.3322982788086,85.80000305
CAN,2012,83.82,81.6636585365854,79.61,81.137,18.863,1.08581726304756,1.51567823124521,33.5,1.21317170229591,1828366481521.6,52669.0899632316,0.662000650851027,1795919869603.49,10.51472855,2.79,1636.53186132,5541.57714844,6.7,99.3455538928115,98.65167709981,,1.91890442371368,1.11840459807104,385014582980.598,100.0,10.208022770018,87.42,56.0203151808363,1.25513994693756,63.980770111084,83.0
CAN,2011,83.68,81.4826829268293,79.39,81.096,18.904,0.978697786570341,2.91213508872355,32.7,3.23554058161351,1793326630174.52,52223.696112356,2.14153573381914,1759453773319.65,10.40782261,2.8,1618.50704873,5437.85205078,6.3,99.4293799049063,98.5959911169032,,1.97113347053528,1.19329189549638,379214461589.188,100.0,10.2024816873383,85.27,55.9027497896072,1.26871001720428,63.4673194885254,83.0
CAN,2010,83.54,81.3221951219512,79.21,80.937,19.063,1.11186407517168,1.77687154092629,33.6,2.84952260303781,1617343367486.26,47562.0834253057,1.95004833364148,1585379875651.19,10.70161057,2.78,1532.85153132,5096.12353516,7.3,99.5126201247374,98.5380639140145,,2.06187319755554,1.19433833839121,347331886872.437,100.0,10.0908411379305,86.14,56.9983661915697,1.27534997463226,61.6558494567871,80.30000305
CAN,2009,83.33,81.0660975609756,78.91,80.758,19.242,1.14175809912162,0.299466803009284,34.0,-2.31398536655961,1374625142157.29,40876.3101540295,-4.02800308095813,1350956171813.49,10.71909046,2.8,1309.55301723,4392.14404297,7.2,99.5955579339671,98.4792640419423,,2.05179667472839,1.37755563107525,301930714723.121,100.0,11.1922950572657,87.14,57.5729284798776,1.28583002090454,63.0657691955566,80.30000305
CAN,2008,83.05,80.7246341463415,78.51,80.578,19.422,1.08290711607014,2.37027067444294,33.9,3.98717043101723,1552989690721.65,46710.5055759013,-0.0835924316829164,1530173383317.71,9.60754967,2.85,1358.43034281,4491.22949219,8.0,99.6782744503742,98.4199095876543,,1.98772144317627,1.24551836677548,306240862230.553,100.0,9.05299995264462,89.32,54.4613286341911,1.27932000160217,63.7673988342285,76.69999695
CAN,2007,82.91,80.5436585365854,78.29,80.396,19.604,0.971135141368055,2.13838399266843,33.8,3.27836135049434,1468820407783.26,44659.8951408034,1.08536734019415,1447200446885.76,9.44540119,2.96,1283.86472673,4221.92871094,8.9,99.7607594665167,98.3599721754986,,1.99088037014008,1.18579022996702,282755795549.763,100.0,8.03589283904341,80.31,54.7281416781816,1.27316999435425,63.6000595092773,73.19999695
CAN,2006,82.91,80.5436585365854,78.29,80.213,19.787,1.01033450270045,2.00202539534156,34.1,2.57381038683874,1319264809590.97,40504.0607253203,1.6025747643792,1298296897038.08,9.34210205,3.02,1158.00761904,3788.6862793,9.1,99.8430141586711,98.2994653733153,,1.95279455184937,1.12252472932052,253942172073.343,100.0,7.35855752952968,81.26,54.4190263896072,,,72.40000153
CAN,2005,82.52,80.1126829268293,77.82,80.122,19.878,0.944466927450734,2.21355203439764,33.6,3.12288712707389,1173108598778.68,36382.5079164537,2.23405942944252,1149135996038.95,9.03540611,3.1,887.45976845,3291.22094727,9.5,99.8639633593088,98.2407953766762,,1.86970067024231,1.10710542420811,223781152005.281,100.0,7.09289727105154,84.04,54.3060398586636,,,71.66000366
CAN,2004,82.42,79.9921951219512,77.68,80.045,19.955,0.933020777495183,1.85725871857261,33.8,3.26626600410312,1026690238278.25,32143.6814078562,2.12963094088859,1004566487317.45,9.06628132,3.44,785.5817562,2916.25146484,8.9,99.870363930459,98.1822382032154,,1.80586624145508,1.10418939142687,199357417371.253,100.0,7.70600421707315,82.34,54.7183400163507,,,65.95596313
CAN,2003,82.23,79.7151219512195,77.32,79.967,20.033,0.901372739095955,2.75856321360112,33.8,3.25467324330218,895540646634.787,28300.4630963791,0.888030154206845,873515809007.209,9.01090145,3.5,685.54275321,2552.26391602,9.1,99.8698578955467,98.1801064474093,,1.93129205703735,1.11193730688338,178178573977.589,100.0,7.35518843941416,75.45,55.6755890852462,,,64.19999695
CAN,2002,82.02,79.5307317073171,77.16,79.888,20.112,1.08744792718674,2.25839440940856,33.6,1.23904949251077,760649334098.005,24255.3385818322,1.90385200150641,741406996750.143,8.85670471,3.64,592.41227889,2149.37939453,9.7,99.8693423385411,98.1779444590817,,1.98223149776459,1.11686914736943,150446695979.099,100.0,7.4369718793139,66.58,56.0115842762801,1.26477003097534,59.5465888977051,61.59329987
CAN,2001,82.0,79.3980487804878,76.92,79.81,20.19,1.08635096562717,2.52512013979907,33.6,1.65862113422375,738962729044.525,23821.4455867378,0.690161249997033,718160708864.203,8.62482357,3.69,559.1340757,2055.75976563,9.2,99.868836370374,98.1758129113122,,,1.13335628281332,144166606290.835,100.0,7.81753125396381,70.34,55.0941648791867,,,60.20000076
CAN,2000,81.82,79.1668292682927,76.64,79.478,20.522,0.931281553452429,2.71943995691972,33.4,4.33540120081636,744773415931.587,24271.0020563821,4.20268257440837,725237357753.687,8.24814415,3.77,543.42028841,2001.66870117,9.8,99.8666821077475,98.1667393679828,,2.04931902885437,1.11434980213748,142299508450.609,100.0,6.72725021945709,77.91,54.5345970347078,1.2538800239563,59.1144599914551,51.29999924
CAN,1999,81.61,78.8390243902439,76.2,79.103,20.897,0.812842623716166,1.73484295105918,33.1,1.90262033853637,678409995711.893,22315.1742893999,4.31156936976191,655582446415.107,,3.9000000954,,,,,,,,1.24170306410258,131073815934.196,100.0,6.93821049008968,79.64,56.2478854905712,1.25211000442505,60.2518692016602,36.18643951
CAN,1998,81.41,78.6236585365854,75.97,78.724,21.276,0.829909353323744,0.995942456658074,33.2,-0.179362566796712,633997734246.945,21024.509932241,3.03747599130375,612672566103.321,,4.1999998093,,,,,,,2.0342104434967,1.25629390156868,125763622004.177,100.0,7.84668384618406,74.0,57.0833320043082,1.24114000797272,59.501880645752,24.8973999
CAN,1997,81.25,78.4124390243903,75.71,78.34,21.66,0.993788591465188,1.62121638084528,33.1,1.14425132091928,654987932556.605,21901.5940426502,3.24884930803775,634691789253.681,,4.4000000954,,,,,,,,1.24624320151167,130037018914.962,100.0,8.25480963485504,69.33,56.8764851498795,,,15.07235718
CAN,1996,81.15,78.220243902439,75.43,77.951,22.049,1.04531178311831,1.57053112507137,32.8,1.74510226181297,630597987889.282,21296.6344215798,0.562467861973914,609646358484.047,,4.5999999046,,,,,,,2.03140759468079,1.40375258106455,130915414401.11,100.0,8.1013901382011,70.33,56.42426328803,1.15934002399445,89.2137680053711,6.760239601
CAN,1995,81.03,77.9773170731707,75.07,77.675,22.325,1.03476948386834,2.14876033057852,31.5,2.25172660453971,605941036992.133,20678.9504415585,1.63680940108361,585067347140.926,,5.0,,,,,,,,1.55409007114777,131238005966.555,100.0,7.61208289374895,67.07,55.82651231751,1.14461004734039,90.5423965454102,4.163525105
CAN,1994,80.95,77.8717073170732,74.94,77.414,22.586,1.09525810706129,0.165562913907281,31.3,1.4552261227865,579944346807.264,19997.6237373354,3.35622680293577,559172524897.481,,,,,,,,,,1.69668025731865,131519478617.458,100.0,7.74085793238511,65.78,56.586722762926,1.13794004917145,90.0974502563477,2.378693819
CAN,1993,80.86,77.7048780487805,74.7,77.152,22.848,1.09893087887878,1.86507936507936,31.7,1.28593525173328,579059001030.922,20186.9885013146,1.53886101769982,559377396110.18,,5.4000000954,,,,,,,,1.82175350392748,138314608280.387,100.0,8.07317842220124,63.66,57.6501565518174,1.1467000246048,88.2205200195313,1.184557557
CAN,1992,81.07,77.8380487804878,74.76,76.887,23.113,1.18367554138942,1.49013290374545,31.6,1.46100214418352,594376087449.388,20949.9332652006,-0.287031431678855,573069301937.288,,5.5,,,,,,,,1.86168769986295,145293017195.372,100.0,9.36502132766352,60.95,57.7024258249865,1.19174003601074,97.6102066040039,0.915981054
CAN,1991,80.81,77.5934146341464,74.53,76.62,23.38,1.24276123131684,5.62586408593004,32.0,3.05153917596246,612513895512.609,21846.3002484754,-3.29539169944469,592214973114.716,,5.8000001907,,,,,,,,1.89544433858064,147105872541.95,100.0,8.93924809384943,62.36,57.2806306312725,1.18885004520416,95.5493392944336,0.570385933
CAN,1990,80.73,77.4365853658537,74.3,76.582,23.418,1.50766067284807,4.78047693336305,31.4,3.3917951611254,596089064840.248,21526.3477015733,-1.33414395429551,574640174131.691,,6.0,,,,,,,,1.95879374221417,134824782121.118,100.0,8.58783163577954,66.17,55.841616331249,1.18585002422333,90.5283508300781,0.360999703
CAN,1989,80.49,77.1248780487805,73.92,76.562,23.438,1.79419351491939,4.98362189985959,31.0,4.70207392025897,567225367034.465,20795.1725328024,0.497585235482887,547722373417.641,,6.30000019073486,,,,,,,,1.93461430865038,121208938892.345,,8.02855203182942,60.43,54.8581775189516,0.910749971866608,83.0890426635742,0.0
CAN,1988,80.27,76.8587804878049,73.61,76.542,23.458,1.29662488995999,4.02823414871611,31.2,4.54072709851729,509379677196.071,19012.5592480427,3.06504265477719,492889073443.771,,6.5,,,,,,,,1.98676711890836,107588290329.553,,9.38073314368337,54.83,54.468379024205,,,0.0
CAN,1987,80.19,76.7787804878049,73.53,76.522,23.478,1.31816778174498,4.3561087122174,31.7,4.79065157589208,433139928035.931,16377.9053510858,2.71010495224382,419787565610.668,,6.59999990463257,,,,,,,,2.06257637101059,93149036576.8993,,9.40443310094982,61.88,54.9949855137063,,,0.0
CAN,1986,79.87,76.4639024390244,73.22,76.502,23.498,0.994040150630969,4.19478629085617,31.7,3.10866072885101,379014731199.831,14521.4825374592,1.13463990868775,366259517708.282,,6.69999980926514,,,,,,,,2.10919711788911,83735461226.36,,9.25661601066318,63.64,55.4750014241498,,70.5915298461914,0.0
CAN,1985,79.8,76.3273170731707,73.02,76.354,23.646,0.91377427539001,3.96203054065208,33.2,3.33866633870853,366184030237.795,14170.0482359028,3.784695886169,354992585875.602,,6.80000019073486,,,,,,,,2.09737623375073,80759723948.0338,,9.2881438276435,59.45,54.1202775050147,,,0.0
CAN,1984,79.82,76.3319512195122,73.01,76.195,23.805,0.944034716041094,4.30477830391736,33.5,3.53572322788445,356727872422.408,13930.8444600169,4.91334894832904,345688277300.428,,6.80000019073486,,,,,,,,2.11718885542571,78606056054.9478,,10.9833132202015,56.02,53.7399401713472,,,0.0
CAN,1983,79.61,76.0604878048781,72.68,76.035,23.965,0.988487567147771,5.86358802977366,,5.78416137107654,341862996303.066,13476.9738306343,1.5921340960072,331845241097.098,,6.80000019073486,,,,,,,,2.08119624877852,77491142064.2442,,12.6774506137471,56.71,54.2205850240674,,,0.0
CAN,1982,79.29,75.7251219512195,72.33,75.874,24.126,1.18962434077573,10.7689718997139,32.9,8.85081024995358,314638903648.759,12526.9590401873,-4.33214663635761,303771901448.191,,6.80000019073486,,,,,,,,1.954343585383,72207570003.5543,,13.418269969852,59.49,53.6311669040989,,,0.0
CAN,1981,79.16,75.4978048780488,72.01,75.712,24.288,1.23339725480528,12.4716124148373,33.0,,307245842970.167,12379.0046408365,,296986465222.071,,6.90000009536743,,,,,,,,1.7099156381512,65756772695.0305,,12.8517175834076,56.44,52.7361968519755,,,0.0
CAN,1980,78.79,75.1021951219512,71.59,75.663,24.337,1.28959497847156,10.1292205085452,,,274770252171.762,11207.945195689,,267374849922.196,,6.80000019073486,,,,,,,,1.76444861477782,59105723594.1036,,12.3174301246545,52.22,53.6118107044961,,,0.0
CAN,1979,78.59,74.8663414634146,71.32,75.623,24.377,0.989698733234704,9.1446769790719,33.5,,243886024251.834,10077.2919385571,,237292505824.08,,6.80000019073486,,,,,,,,1.71124591794032,52232986605.3148,,11.4062259114723,49.57,53.7487543099557,,,
CAN,1978,78.32,74.529756097561,70.92,75.583,24.417,0.99545694441135,8.97372335151215,,,219377394594.975,9154.76093053901,,213982578897.352,,6.90000009536743,,,,,,,,1.84888740061337,48577174865.9743,,11.4299138013493,53.01,54.959573834238,,,
CAN,1977,77.97,74.2156097560976,70.64,75.543,24.457,1.17025687783266,7.97644539614562,33.7,,212325176304.654,8949.10989272982,,207884725905.031,,6.90000009536743,,,,,,,,1.80576360007784,48153267512.929,,11.6518594417649,51.63,54.5268969310519,,,
CAN,1976,77.59,73.8560975609756,70.3,75.503,24.497,1.31580656558804,7.54173862982152,,,207265662814.815,8838.69338353709,,203579348755.728,,6.90000009536743,,,,,,,,1.76592797783934,45954056097.9378,,12.1684080757457,50.99,54.0774588966932,0.831780016422272,48.0385704040527,
CAN,1975,77.23,73.5217073170732,69.99,75.611,24.389,1.45942491323998,10.672188595094,34.1,,174426742591.498,7536.82193170576,,171809417954.178,,,,,,,,,,1.86354185265607,38952602044.0085,,13.6197041381463,47.04,54.7808151060859,,,
